postal_code,zip_emb_0,zip_emb_1,zip_emb_2,zip_emb_3,zip_emb_4,zip_emb_5,zip_emb_6,zip_emb_7,zip_emb_8,zip_emb_9,zip_emb_10,zip_emb_11,zip_emb_12,zip_emb_13,zip_emb_14,zip_emb_15,zip_emb_16,zip_emb_17,zip_emb_18,zip_emb_19,zip_emb_20,zip_emb_21,zip_emb_22,zip_emb_23,zip_emb_24,zip_emb_25,zip_emb_26,zip_emb_27,zip_emb_28,zip_emb_29,zip_emb_30,zip_emb_31
08034,0.4834929,0.15789488,-0.0027949736,0.19982207,0.03152144,0.35059518,-0.15820402,-0.21211176,0.22526701,-0.27727133,0.25325269,0.42446917,0.07200435,0.58902603,-0.3188165,-0.10378443,-0.5760789,-0.52192986,0.18804991,-0.15210499,-0.009274572,0.3112444,-0.031723827,0.095837414,-0.3087563,0.11297076,0.67704284,0.5845369,-0.16396645,-0.51765287,0.81600636,0.41097146
08035,0.47111154,0.23380233,0.014985811,0.18855989,-0.07989031,0.22737584,-0.19789466,-0.29046127,0.23915057,-0.28427505,0.27387476,0.36199987,0.062327318,0.528187,-0.25585797,-0.07365534,-0.6184561,-0.45689216,0.18440726,-0.15717767,0.035467245,0.26337546,-0.06717934,0.17261866,-0.33952096,0.14069068,0.59020436,0.5502757,-0.09319448,-0.5343596,0.805358,0.4755066
08036,0.51104754,0.40207478,0.018464759,-0.044476554,0.19736135,0.20669933,-0.011424109,-0.23845872,0.17752425,-0.13463758,0.16546305,0.3782338,0.16118446,0.5612412,-0.23976365,-0.055801377,-0.60739493,-0.54341143,0.3090817,-0.17059638,0.041706033,0.3176889,0.16131517,0.3489306,-0.5161859,0.028691895,0.38687432,0.40517768,0.027851492,-0.59224176,0.7538384,0.2379742
08037,0.391721,-0.017144624,-0.08368878,-0.12906623,-0.29629114,0.14924973,-0.10580808,-0.2888641,0.43130767,-0.34702927,0.27824712,-0.09467089,-0.018054076,0.15892647,0.02072481,-0.12812278,-0.7157283,-0.2666492,0.34464377,-0.24500932,-0.098840065,0.13032523,-0.442936,-0.0106589645,-0.27038977,0.25031024,0.2868994,0.3957607,0.085285775,-0.7313736,0.8188194,0.42800558
08043,0.47359222,0.19394466,-0.04061131,0.096018314,0.021223612,0.30715916,-0.13077725,-0.21833366,0.21509744,-0.25945485,0.22722353,0.3913592,0.072944835,0.54710525,-0.25979462,-0.10982883,-0.5994557,-0.5103752,0.2037683,-0.122197196,-0.033593655,0.26456815,-0.022719592,0.13648793,-0.32681787,0.10941362,0.57507116,0.55208707,-0.12648794,-0.53761363,0.7900065,0.4221664
08045,0.47514373,0.23827267,0.0004793033,0.17087102,-0.070298836,0.23121269,-0.19490543,-0.28816858,0.24118216,-0.2880715,0.2717648,0.3703798,0.06677418,0.53079206,-0.2520554,-0.079672515,-0.6260029,-0.4696645,0.18534014,-0.14780222,0.027022533,0.26211244,-0.06274797,0.17470053,-0.34768844,0.13985488,0.5859686,0.55934,-0.09588642,-0.54280686,0.8099618,0.47832918
08046,0.4171151,0.25894472,0.0026491284,-0.083951294,0.09601274,0.20743257,0.003978595,-0.17970887,0.12774377,-0.13681401,0.12970154,0.29058796,0.093861446,0.4899818,-0.17204711,-0.07415314,-0.5394163,-0.43581337,0.25079596,-0.10698019,-0.054238476,0.22847316,0.08540536,0.2712226,-0.37407452,0.061534908,0.3644207,0.37897536,-0.0013890602,-0.5012159,0.6582771,0.2566059
08048,0.51104754,0.40207478,0.018464759,-0.044476554,0.19736135,0.20669933,-0.011424109,-0.23845872,0.17752425,-0.13463758,0.16546305,0.3782338,0.16118446,0.5612412,-0.23976365,-0.055801377,-0.60739493,-0.54341143,0.3090817,-0.17059638,0.041706033,0.3176889,0.16131517,0.3489306,-0.5161859,0.028691895,0.38687432,0.40517768,0.027851492,-0.59224176,0.7538384,0.2379742
08049,0.48995674,0.24508417,-0.020221129,0.14286613,-0.05477543,0.24674532,-0.18451145,-0.2818492,0.2504456,-0.29260844,0.27099913,0.38627958,0.06882068,0.54296494,-0.25182563,-0.09654927,-0.65183496,-0.49295354,0.20107579,-0.1473947,0.009472325,0.27089664,-0.062139466,0.17786194,-0.36749196,0.13751313,0.58764374,0.5752865,-0.09673723,-0.57286507,0.8344197,0.4902932
08051,0.40907568,0.31500617,-0.019697607,-0.027337223,-0.024261072,0.09601183,-0.0765508,-0.29185715,0.07318087,-0.18009488,0.15140842,0.29204428,0.0765066,0.37663206,-0.13281995,0.0012260973,-0.5162003,-0.3936895,0.16185123,-0.06916134,0.056685098,0.12479317,0.094374165,0.2734018,-0.31350586,0.05545976,0.2794472,0.37563047,-0.01689385,-0.45586574,0.5466452,0.4004038
08052,0.4217112,0.07367249,0.00065710396,0.16029,0.06879626,0.38090843,-0.09420963,-0.12766224,0.18334655,-0.21740972,0.20286544,0.3612435,0.06022183,0.55305827,-0.29273275,-0.09606396,-0.4642804,-0.47633684,0.17739683,-0.1162817,-0.05917998,0.27645114,-0.020587265,0.044342667,-0.21963426,0.09391067,0.6333008,0.5041741,-0.18424095,-0.42014867,0.71657336,0.2917754
08053,0.35756612,0.056032192,-0.00026730448,0.06691134,0.1257518,0.39683753,-0.026997492,-0.043081336,0.12147786,-0.14530773,0.11938812,0.30533785,0.05568829,0.52602804,-0.2583052,-0.10507621,-0.38872454,-0.44235232,0.18035781,-0.05587934,-0.11799198,0.22422811,0.031783685,0.04227732,-0.16973457,0.0835301,0.5489358,0.42250457,-0.17945631,-0.3365947,0.6092576,0.18818101
08054,0.3207722,-0.01694658,0.00015566498,0.04168248,0.17875999,0.44840777,0.02299267,0.034209132,0.08332099,-0.10001244,0.07608928,0.2697937,0.042021878,0.50589883,-0.25549293,-0.11420992,-0.30873677,-0.42393488,0.1602387,-0.033744887,-0.15880553,0.20684555,0.040036038,-0.02673775,-0.0962517,0.06706178,0.5318718,0.3761933,-0.21887559,-0.25687796,0.5407296,0.096954495
08055,0.5068297,0.2626637,0.24484815,0.45477846,0.29714912,0.44682357,-0.2484929,-0.18060832,0.086397305,-0.16376974,0.13187693,0.55821145,0.09094462,0.77775097,-0.5737415,-0.10906355,-0.49495682,-0.5986269,0.064367846,-0.14159952,0.09438803,0.37240764,0.15893273,0.096632294,-0.35902596,-0.008387975,0.82831264,0.5953083,-0.20720308,-0.2596369,0.77981985,0.25963202
08057,0.37496725,0.040206946,-0.0045066774,0.103587836,0.099099055,0.39720726,-0.04541695,-0.06872321,0.14915769,-0.17243765,0.15553604,0.3185768,0.05408796,0.52441406,-0.26293808,-0.09653929,-0.40120983,-0.44838917,0.17879915,-0.08046223,-0.09893948,0.24137363,0.0009507835,0.028828993,-0.17131129,0.08638622,0.5803252,0.44547454,-0.18673797,-0.3661417,0.64256793,0.21763039
08059,0.43461263,0.19139604,0.029653259,0.16804743,-0.05284445,0.26011997,-0.15675536,-0.23031995,0.20997809,-0.24237,0.23317172,0.33122975,0.049288355,0.5198455,-0.24899867,-0.07941717,-0.559621,-0.4327222,0.18416044,-0.14071561,0.0062801093,0.24590445,-0.05173941,0.14337143,-0.28719822,0.1359134,0.56971174,0.50012565,-0.10463748,-0.47487926,0.74604696,0.41064364
08060,0.51104754,0.40207478,0.018464759,-0.044476554,0.19736135,0.20669933,-0.011424117,-0.23845872,0.17752425,-0.13463758,0.16546305,0.3782338,0.16118443,0.5612412,-0.23976365,-0.05580139,-0.60739493,-0.54341143,0.3090817,-0.17059638,0.041706048,0.3176889,0.16131517,0.3489306,-0.5161859,0.028691895,0.38687432,0.40517768,0.027851492,-0.59224176,0.75383836,0.2379742
08062,0.45302767,0.22463831,-0.089099616,0.12751755,-0.099859044,0.14095321,-0.22330853,-0.40219355,0.1743521,-0.32233822,0.2737955,0.3816895,0.12579998,0.38758343,-0.22024259,-0.0036147535,-0.601593,-0.4464264,0.13228223,-0.09440352,0.111107044,0.19351411,0.0107471645,0.17199002,-0.33031204,0.11583696,0.4410944,0.5638565,-0.09760423,-0.5542135,0.6973629,0.5637453
08063,0.43511003,0.1939676,0.007359825,0.052034944,0.04959847,0.2798622,-0.049894214,-0.18635854,0.11934157,-0.1806889,0.15161963,0.34755045,0.056143906,0.49378613,-0.23318008,-0.07139903,-0.5020559,-0.45248586,0.19647956,-0.1177233,-0.004178107,0.22458926,0.0672198,0.15781994,-0.27087033,0.060525745,0.46101534,0.42803386,-0.09511415,-0.45799905,0.6362514,0.3462047
08065,0.4135671,0.18806234,0.0074128434,0.07853794,0.00026486441,0.2586693,-0.096886575,-0.18047063,0.18724681,-0.20553975,0.19735233,0.31195688,0.0564562,0.51961607,-0.21396795,-0.08456713,-0.5283834,-0.4375037,0.1985279,-0.10604389,-0.04969842,0.23099968,-0.024726555,0.16683109,-0.2911799,0.10964137,0.5201358,0.46116772,-0.08945692,-0.45410472,0.71175605,0.33363646
08066,0.49505663,0.34405202,-0.05195862,-0.021988794,0.020452209,0.12826169,-0.08377962,-0.33497325,0.09787698,-0.22794537,0.18600677,0.3858354,0.1025631,0.43589175,-0.18178755,-0.019466862,-0.6023687,-0.47919273,0.18229896,-0.1137193,0.0811607,0.18658134,0.11823219,0.2844187,-0.39149874,0.029651847,0.33680993,0.455986,-0.030018738,-0.5645955,0.6435727,0.47079897
08067,0.54854983,0.54840994,0.18965349,0.32177946,-0.15235594,-0.020794794,-0.35123014,-0.39136523,0.13042693,-0.22037928,0.2999947,0.35237432,-0.040693976,0.531726,-0.26828647,-0.047833264,-0.6986153,-0.37069312,0.14010108,-0.230664,0.23939073,0.21925208,-0.107748136,0.3430807,-0.4509161,0.1281559,0.5909778,0.4823415,-0.010280991,-0.3992703,0.7344742,0.5361826
08068,0.44749278,0.2086472,-0.03454502,-0.2554057,-0.16751742,0.15659566,-0.058910802,-0.24543366,0.3658586,-0.2361208,0.18344016,-0.015863836,-0.028625641,0.37915435,-0.021341152,-0.22820112,-0.8111775,-0.29748863,0.4184057,-0.22806652,-0.21097997,0.22929516,-0.31837338,0.21721351,-0.46113163,0.26797187,0.31886035,0.46815535,0.15930274,-0.840599,0.89059925,0.43956828
08069,0.54854983,0.54840994,0.18965349,0.32177946,-0.15235594,-0.020794794,-0.35123014,-0.39136523,0.13042693,-0.22037928,0.2999947,0.35237432,-0.040693976,0.531726,-0.26828647,-0.047833264,-0.6986153,-0.37069312,0.14010108,-0.230664,0.23939073,0.21925208,-0.107748136,0.3430807,-0.4509161,0.1281559,0.5909778,0.4823415,-0.010280991,-0.3992703,0.7344742,0.5361826
08070,0.5831211,0.34492758,-0.20520957,-0.30540356,0.23255306,0.1661704,0.12515263,-0.2447413,0.17212577,-0.18202336,0.15357296,0.2175677,0.2625583,0.52454937,-0.07876625,-0.042982206,-0.5681199,-0.5426906,0.45336092,-0.21865343,-0.005275458,0.35747996,0.2620728,0.46941257,-0.5255026,-0.051571496,0.1792579,0.24936259,0.123114444,-0.8013595,0.66808724,0.07081157
08071,0.43968183,0.24944147,0.15455887,0.25943223,-3.5393983e-05,0.2144882,-0.21174213,-0.21165153,0.14370792,-0.194259,0.21624218,0.32884103,0.03241765,0.5978118,-0.31865376,-0.07396388,-0.52859485,-0.41309792,0.12606932,-0.15641113,0.058943726,0.24645782,-0.03190039,0.18952626,-0.29898334,0.09946292,0.64039284,0.4590175,-0.09834593,-0.32097995,0.7303983,0.29639244
08075,0.39307964,0.22104387,-0.006477475,-0.05697806,0.048282705,0.20881234,-0.021271482,-0.17135876,0.1445602,-0.15064959,0.14513846,0.26700026,0.07799546,0.47155702,-0.15819806,-0.07148045,-0.51625717,-0.4142244,0.2295494,-0.09192504,-0.06435411,0.20229408,0.03975583,0.23283613,-0.32524174,0.079025045,0.38211918,0.3803539,-0.025356786,-0.46795624,0.6481994,0.2653904
08077,0.38616,0.14657761,-0.0026505366,0.04286036,0.04254748,0.29087463,-0.057660475,-0.13361241,0.159764,-0.1767659,0.16548844,0.295115,0.055245757,0.5019528,-0.2075702,-0.08787024,-0.48048213,-0.43015945,0.19513753,-0.08665253,-0.07841315,0.21928322,-0.0055634826,0.13532303,-0.25485495,0.095497996,0.498015,0.4312143,-0.1056735,-0.420201,0.6643156,0.2742653
08078,0.4752308,0.27095982,-0.0010814816,0.14406511,-0.0937275,0.18954973,-0.19809833,-0.30931008,0.23633943,-0.2839288,0.26760995,0.34912843,0.062197074,0.50869185,-0.22771367,-0.07706222,-0.64532113,-0.45484763,0.18147492,-0.1442542,0.03438344,0.24138817,-0.06727937,0.19971739,-0.36280823,0.14098012,0.54025024,0.54521465,-0.07311973,-0.5455238,0.8018756,0.49623388
08079,0.5246164,0.30608526,0.09788905,0.27286816,-0.38966098,-0.0598152,-0.41640553,-0.37325856,0.2371052,-0.28469878,0.4141131,0.07224171,-0.06841749,0.37425572,-0.19113106,-0.0980005,-0.8058884,-0.24545972,0.18556263,-0.3325557,0.17135784,0.21443358,-0.40129173,0.1655892,-0.36892188,0.24635911,0.614529,0.5259639,-0.022187805,-0.46501064,0.8255546,0.5247796
08080,0.4988429,0.24948594,0.12094914,0.2473262,0.04964459,0.28541744,-0.19994068,-0.18635336,0.19582541,-0.21979968,0.23623626,0.38619947,0.038465854,0.6732209,-0.35976496,-0.12880841,-0.6053711,-0.48690772,0.16517207,-0.18407021,0.010503784,0.31901935,-0.057974458,0.17233136,-0.36075544,0.10286884,0.7196933,0.5325116,-0.117429815,-0.3963771,0.84949017,0.3202892
08081,0.45625502,0.18248099,-0.0027877763,0.0067975223,0.14715704,0.36157298,-0.04115677,-0.05344418,0.2202646,-0.17084463,0.16857482,0.32165742,0.062062033,0.6460677,-0.28264678,-0.18844202,-0.60052025,-0.5000218,0.24768965,-0.11994226,-0.1730785,0.3331785,-0.05760406,0.16149653,-0.3813333,0.09884302,0.6075588,0.49568555,-0.09549524,-0.45545536,0.8523385,0.20949128
08083,0.44828564,0.23681296,-0.017857097,0.097263336,-0.049486943,0.22870363,-0.15646362,-0.2553719,0.21785359,-0.25633514,0.2344143,0.33963877,0.064036265,0.5057795,-0.21692374,-0.08695868,-0.6048002,-0.45699218,0.19424614,-0.11599298,-0.007566385,0.22892547,-0.0437873,0.1831863,-0.33422458,0.13325073,0.522675,0.51972926,-0.08385789,-0.5232237,0.76337725,0.44014776
08084,0.37960956,0.21917796,-0.009357892,0.03544444,-0.055704363,0.188544,-0.117948085,-0.22249782,0.16880296,-0.20117699,0.18330573,0.25887424,0.057583027,0.440029,-0.16034314,-0.06245175,-0.52597845,-0.38903227,0.18211882,-0.07124655,-0.026614487,0.1618846,-0.020267323,0.19298185,-0.27711922,0.12800337,0.41916448,0.4279097,-0.059202336,-0.44279408,0.6493811,0.36436498
08085,0.49078542,0.30761248,0.17353857,0.33316818,0.07792199,0.2652131,-0.24170595,-0.24914244,0.13729794,-0.2095068,0.20450579,0.451746,0.057116106,0.66098267,-0.3945626,-0.076231614,-0.55247724,-0.5058777,0.103959434,-0.16020288,0.1079235,0.27766448,0.03829839,0.18122345,-0.35658628,0.060972862,0.70229954,0.52655554,-0.12739299,-0.3385829,0.7690625,0.35232663
08086,0.49357355,0.29781085,-0.02370426,0.040786564,0.018065125,0.19725773,-0.09783168,-0.2847168,0.13537835,-0.23131613,0.19491242,0.39237583,0.07822992,0.4879921,-0.22188476,-0.055167675,-0.598701,-0.4883194,0.18933177,-0.12879838,0.046958588,0.22472331,0.06797633,0.23069048,-0.36459816,0.055412218,0.43530136,0.48434183,-0.064254224,-0.5411344,0.6962881,0.45381254
08088,0.599896,0.37445393,0.22302258,0.6680268,0.16336235,0.12506063,-0.48292026,-0.6276834,-0.06776448,-0.23462905,0.30838197,0.60145324,0.100393094,0.47876927,-0.57128644,0.08435871,-0.49242124,-0.54648787,0.01748927,-0.2294444,0.5446554,0.25278676,0.2683709,0.1877135,-0.4125185,-0.032529242,0.6763774,0.64817417,-0.13045357,-0.33286753,0.51648676,0.5830358
08089,0.4559182,-0.0038102195,-0.12238422,-0.15387364,-0.30182335,0.18256415,-0.11998817,-0.32556063,0.49771374,-0.39977205,0.31457734,-0.052630156,-0.018556513,0.19095692,0.012490012,-0.17167401,-0.8193997,-0.3253299,0.39317697,-0.28801864,-0.11666885,0.17592123,-0.49073702,-0.016863748,-0.3353926,0.2704002,0.33188134,0.47233215,0.09732427,-0.86794984,0.93721604,0.5153054
08090,0.40907568,0.31500617,-0.019697607,-0.027337223,-0.024261072,0.096011825,-0.0765508,-0.29185718,0.073180854,-0.18009488,0.15140842,0.29204428,0.0765066,0.37663206,-0.13281995,0.0012260973,-0.5162003,-0.3936895,0.16185123,-0.06916134,0.056685098,0.12479317,0.094374165,0.2734018,-0.31350586,0.05545976,0.2794472,0.37563047,-0.01689385,-0.45586574,0.5466452,0.4004038
08091,0.41355687,0.19487512,-0.06790918,-0.062142104,-0.055394996,0.19457345,-0.08646326,-0.25404915,0.20024495,-0.23903637,0.18689786,0.23951633,0.060365632,0.38895804,-0.124416135,-0.08064866,-0.5900917,-0.41103497,0.23193212,-0.100502566,-0.046230823,0.15938765,-0.053807184,0.17151502,-0.3060124,0.12620643,0.3591652,0.44162437,-0.025307054,-0.5633114,0.68397117,0.4115814
08093,0.44959962,0.20601146,0.03435288,0.17158401,-0.018782198,0.27454463,-0.14489514,-0.2246582,0.18906291,-0.23290099,0.21769224,0.3608548,0.048090648,0.53573173,-0.2684386,-0.08208382,-0.55581856,-0.45829856,0.17638788,-0.13862671,0.012632087,0.2541315,-0.021987244,0.14086738,-0.29607597,0.11074023,0.5712087,0.50483596,-0.1148647,-0.4610954,0.73840904,0.4090007
08094,0.39432257,0.17556715,0.01210878,-0.01592274,0.11199786,0.3016191,-0.030865073,-0.061202694,0.17464827,-0.14084984,0.14155813,0.25762337,0.060249507,0.5698159,-0.23186922,-0.14366585,-0.5290227,-0.430829,0.22176564,-0.08516891,-0.15102908,0.2664499,-0.033277407,0.17984053,-0.32827508,0.09453103,0.515101,0.4208431,-0.07222042,-0.39450747,0.74083793,0.17230576
08096,0.46727473,0.30613494,0.0017303303,0.113680184,-0.059306588,0.16314837,-0.16744366,-0.3076029,0.17737089,-0.25240082,0.23031618,0.3567472,0.06543496,0.48323572,-0.21442387,-0.050819784,-0.6090034,-0.45413825,0.16337875,-0.118159845,0.05261437,0.20931524,-0.0057604015,0.22587082,-0.35997158,0.10296037,0.471996,0.50587285,-0.06594034,-0.5035046,0.7265788,0.47869575
